,age,workclass,fnlwgt,education,education_num,martial_status,occupation,RelationShip,race,sex,capital_gain,capital_loss,hours_per_week,native_country,age-binned,fnlwgt-binned,education_num-binned,capital_gain-binned,capital_loss-binned,hours_per_week-binned,education_num_rand,income_class
53,22, Private,54164, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,14084,0,60, United-States,starter_workclass,class1,education6,capital_gain2,capital_loss1,hours7,8.97926852881325, >50K.
54,38, Private,219446, 9th,5, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,54, Mexico,mid_workclass,class1,education3,capital_gain1,capital_loss1,hours6,4.51892343113012, <=50K.
55,21, Private,110677, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.56261258913394, <=50K.
56,63, Private,145985, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,diminishing_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.07084228144494, <=50K.
57,34, Local-gov,382078, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,50, United-States,mid_workclass,class2,education8,capital_gain1,capital_loss1,hours5,13.0512836250699, >50K.
58,42, Self-emp-inc,170721, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,50, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours5,8.70596244658146, >50K.
59,33, Private,269705, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,8.79781603116883, <=50K.
60,30, Private,101135, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,junior work_class,class1,education8,capital_gain1,capital_loss1,hours5,12.5556661255629, <=50K.
61,39, Private,118429, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4,10.2972137893335, <=50K.
62,26, Private,31208, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,junior work_class,class1,education9,capital_gain1,capital_loss1,hours4,14.0008275707631, <=50K.
63,33, Private,281384, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,8.99847086591253, <=50K.
64,47, Local-gov,171807, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.99892162683457, <=50K.
65,41, Private,109912, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,0,0,40,United-States,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours4,12.6096308999913, <=50K.
66,41, Self-emp-inc,445382, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,60, United-States,mid_workclass,class2,education8,capital_gain2,capital_loss1,hours7,11.6307335134555, >50K.
67,19, Private,105460, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours2,9.86154582941253, <=50K.
68,46, Private,170338, HS-grad,9, Separated, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.32243952494527, <=50K.
69,43, Private,102606, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours5,8.67539169776358, <=50K.
70,55, Private,323887, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States,Advanced_workclass,class2,education6,capital_gain2,capital_loss1,hours5,9.66410201142357, >50K.
71,46, Private,175622, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,senior_workclass,class1,education7,capital_gain1,capital_loss1,hours4,10.5986398204917, <=50K.
72,30, Private,229636, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,8.79228692155747, <=50K.
73,21, Private,388946, Some-college,10, Separated, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States,starter_workclass,class2,education6,capital_gain1,capital_loss1,hours4,9.63279285668545, <=50K.
74,46, Private,269034, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Dominican-Republic,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4,10.3740357987081, <=50K.
75,17,Private,165361, 10th,6, Never-married,Prof-specialty, Own-child, White, Male,0,0,40, United-States,starter_workclass,class1,education4,capital_gain1,capital_loss1,hours4,5.55232779865541, <=50K.
76,41, Private,75012, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours5,9.27774588208684, <=50K.
77,69, Self-emp-inc,174379, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States,junior_retired,class1,education6,capital_gain1,capital_loss1,hours3,8.91651486972902, <=50K.
78,50, Private,312477, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,Advanced_workclass,class2,education6,capital_gain1,capital_loss1,hours4,8.84477552064478, <=50K.
79,20, Private,72055, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.51286509491274, <=50K.
80,45, Self-emp-inc,67001, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours5,10.0671494122994, <=50K.
81,23, Private,213734, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,starter_workclass,class1,education8,capital_gain1,capital_loss1,hours4,12.6921479938074, <=50K.
82,24, Private,83141, Some-college,10, Separated, Other-service, Not-in-family, White, Male,0,1876,40, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss5,hours4,10.0634478002143, <=50K.
83,44, Self-emp-inc,223881, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,99999,0,50,United-States,senior_workclass,class1,education6,capital_gain10,capital_loss1,hours5,8.76883852942868, >50K.
84,31, Self-emp-not-inc,113752, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours5,9.93734969058396, <=50K.
85,43, Private,170482, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,44, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours5,8.90824184838158, <=50K.
86,20, Federal-gov,244689, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States,starter_workclass,class1,education4,capital_gain1,capital_loss1,hours1,6.62391566958202, <=50K.
87,55, Private,160631, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,56, United-States,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours6,8.95121570581624, >50K.
88,24, Federal-gov,228724, Some-college,10, Never-married, Armed-Forces, Not-in-family, White, Male,0,0,40, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4,10.1484237753565, <=50K.
89,41,Private,38434, Masters,14, Married-civ-spouse,Prof-specialty, Wife, White, Female,7688,0,10, United-States,mid_workclass,class1,education9,capital_gain1,capital_loss1,hours1,14.0756061868889, >50K.
90,59, Private,292946, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,25, United-States,diminishing_workclass,class1,education8,capital_gain1,capital_loss1,hours3,12.5020957583813, <=50K.
91,49, Federal-gov,77443, 7th-8th,4, Never-married, Other-service, Not-in-family, Black, Male,0,0,20, United-States,senior_workclass,class1,education2,capital_gain1,capital_loss1,hours2,4.21715222434515, <=50K.
92,33, Private,176410, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,5178,0,10, United-States,junior work_class,class1,education9,capital_gain1,capital_loss1,hours1,14.3923379242527, >50K.
93,59, Federal-gov,98984, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,diminishing_workclass,class1,education8,capital_gain1,capital_loss1,hours4,12.6531980327885, <=50K.
94,34, Private,198751, Masters,14, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States,mid_workclass,class1,education9,capital_gain1,capital_loss1,hours4,14.3044623718875, <=50K.
95,20, Private,479296, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,starter_workclass,class2,education6,capital_gain1,capital_loss1,hours4,8.75660917641416, <=50K.
96,25, Private,235218, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States,starter_workclass,class1,education8,capital_gain1,capital_loss1,hours4,13.3448862705112, <=50K.
97,49, Private,164877, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,senior_workclass,class1,education4,capital_gain1,capital_loss1,hours4,6.0167446683153, <=50K.
98,59, Private,272087, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,diminishing_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.50297141428711, >50K.
99,20, Private,169699, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.72012648324609, <=50K.
100,51,Private,189762, Some-college,10, Married-civ-spouse,Prof-specialty, Wife, White, Female,0,0,18, United-States,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours2,9.76092969374139, <=50K.
101,33, Private,202191, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,10.4850650339854, <=50K.
102,22, Private,212261, Some-college,10, Never-married, Transport-moving, Own-child, Black, Male,0,0,39, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.78321548473464, <=50K.
103,58, Self-emp-not-inc,301568, 9th,5, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States,diminishing_workclass,class1,education3,capital_gain1,capital_loss1,hours4,5.09375614716223, <=50K.
104,52, Local-gov,155233, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,28, United-States,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours3,9.27846291113267, <=50K.
105,36, Private,75826, 10th,6, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,mid_workclass,class1,education4,capital_gain1,capital_loss1,hours4,6.19360663931916, <=50K.
106,41, Local-gov,201520, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.52426705875684, <=50K.
107,28, Private,154236, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,2597,0,40, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,9.08778102303523, <=50K.
108,19, Private,289227, Some-college,10, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,16, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours2,10.2549647227273, <=50K.
109,18, Private,217439, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,28, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours3,9.34248881837042, <=50K.
110,18, Private,179020, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,48, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours5,9.3798230060281, <=50K.
111,28, Private,149624, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,10.4253858942152, <=50K.
112,29, Private,337266, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,junior work_class,class2,education7,capital_gain1,capital_loss1,hours4,11.4149069410166, >50K.
113,20,Private,30796, HS-grad,9, Never-married,Prof-specialty, Own-child, White, Female,0,0,20, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours2,9.01517821978429, <=50K.
114,40, Private,103541, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4,10.1051067705272, <=50K.
115,26, Private,206721, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,9.1114736315403, <=50K.
116,46, Private,96773, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.24813365583876, <=50K.
117,23, Private,200967, 11th,7, Never-married, Other-service, Not-in-family, White, Female,0,0,24, United-States,starter_workclass,class1,education4,capital_gain1,capital_loss1,hours3,6.89679465711241, <=50K.
118,44, Private,180019, HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.01077664276045, <=50K.
119,43, Private,179866, Bachelors,13, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States,senior_workclass,class1,education8,capital_gain1,capital_loss1,hours4,12.8372167624661, >50K.
120,31, Local-gov,198770, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,60, United-States,junior work_class,class1,education8,capital_gain1,capital_loss1,hours7,12.6527593918752, <=50K.
121,18, Private,219256, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours3,9.69700830149553, <=50K.
122,19, Private,248730, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,30, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours3,10.1415285455993, <=50K.
123,41, Private,110732, Some-college,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4,10.096796212951, <=50K.
124,41, Private,181020, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.07298635915342, <=50K.
125,69, Private,183791, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States,junior_retired,class1,education6,capital_gain1,capital_loss1,hours3,9.01818153631625, <=50K.
126,48, Federal-gov,42972, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,senior_workclass,class1,education10,capital_gain1,capital_loss1,hours4,16.1117819499939, >50K.
127,28, Private,134813, HS-grad,9, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,8.76717564330223, <=50K.
128,27, Self-emp-not-inc,115438, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Ireland,junior work_class,class1,education6,capital_gain1,capital_loss1,hours7,8.5339782401019, >50K.
129,41, Private,239296, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,50, United-States,mid_workclass,class1,education9,capital_gain1,capital_loss6,hours5,13.6992283758168, >50K.
130,41, Private,428420, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,mid_workclass,class2,education6,capital_gain1,capital_loss1,hours4,9.71681635870117, <=50K.
131,24, Private,247846, HS-grad,9, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.32381938910365, <=50K.
132,20,Private,334105, HS-grad,9, Never-married,Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,starter_workclass,class2,education6,capital_gain1,capital_loss1,hours4,9.32449036860396, <=50K.
133,42, Self-emp-inc,100793, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,41, United-States,senior_workclass,class1,education10,capital_gain1,capital_loss1,hours5,16.4291336804149, >50K.
134,57, Private,244478, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,48, United-States,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours5,9.02117177834217, <=50K.
135,30, Private,142921, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,junior work_class,class1,education8,capital_gain1,capital_loss1,hours4,11.8782081762093, <=50K.
136,36, Private,182863, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours7,8.98685296660147, >50K.
137,49, Private,171128, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,senior_workclass,class1,education2,capital_gain1,capital_loss1,hours4,4.30966707914066, <=50K.
