,age,workclass,fnlwgt,education,education_num,martial_status,occupation,RelationShip,race,sex,capital_gain,capital_loss,hours_per_week,native_country,age-binned,fnlwgt-binned,education_num-binned,capital_gain-binned,capital_loss-binned,hours_per_week-binned,education_num_rand,income_class
13,58,Private,299831, HS-grad,9, Married-civ-spouse,Prof-specialty, Husband, White, Male,0,0,35, United-States,diminishing_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.0577555445509, <=50K.
14,48, Private,279724, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3103,0,48, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours5,8.54114493331782, >50K.
15,43, Private,346189, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,senior_workclass,class2,education9,capital_gain1,capital_loss1,hours5,13.7879466923981, >50K.
16,20, State-gov,444554, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States,starter_workclass,class2,education6,capital_gain1,capital_loss1,hours3,10.4287514224719, <=50K.
17,43, Private,128354, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,30, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours3,9.10715376535494, <=50K.
18,37, Private,60548, HS-grad,9, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,20, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours2,8.50278953665248, <=50K.
19,40, Private,85019, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45,United-States,mid_workclass,class1,education10,capital_gain1,capital_loss1,hours5,15.5310827464044, >50K.
20,34, Private,107914, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,47, United-States,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours5,13.0795442786389, >50K.
21,34, Private,238588, Some-college,10, Never-married, Other-service, Own-child, Black, Female,0,0,35, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.8290341207783, <=50K.
22,72,Private,132015, 7th-8th,4, Divorced,Prof-specialty, Not-in-family, White, Female,0,0,6, United-States,junior_retired,class1,education2,capital_gain1,capital_loss1,hours1,4.10668046225302, <=50K.
23,25, Private,220931, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,43, Peru,starter_workclass,class1,education8,capital_gain1,capital_loss1,hours5,12.5946882551627, <=50K.
24,25, Private,205947, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,starter_workclass,class1,education8,capital_gain1,capital_loss1,hours4,13.4977863763024, <=50K.
25,45, Self-emp-not-inc,432824, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,90, United-States,senior_workclass,class2,education6,capital_gain1,capital_loss1,hours10,8.91235488870861, >50K.
26,22, Private,236427, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours2,9.02911612694735, <=50K.
27,23, Private,134446, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Black, Male,0,0,54, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours6,8.64093398720799, <=50K.
28,54, Private,99516, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.94087928764274, <=50K.
29,32, Self-emp-not-inc,109282, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours7,10.1387768491259, <=50K.
30,46, State-gov,106444, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7688,0,38, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.58571802468765, >50K.
31,56, Self-emp-not-inc,186651, 11th,7, Widowed, Other-service, Unmarried, White, Female,0,0,50, United-States,Advanced_workclass,class1,education4,capital_gain1,capital_loss1,hours5,7.43051804942763, <=50K.
32,24, Self-emp-not-inc,188274, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States,starter_workclass,class1,education8,capital_gain1,capital_loss1,hours5,12.5199798209332, <=50K.
33,23, Local-gov,258120, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4,10.3062608210866, <=50K.
34,26, Private,43311, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,9.28557301578423, <=50K.
35,65,Private,191846, HS-grad,9, Married-civ-spouse,Prof-specialty, Husband, White, Male,0,0,40, United-States,diminishing_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.60523381140506, <=50K.
36,36, Local-gov,403681, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,mid_workclass,class2,education8,capital_gain1,capital_loss1,hours4,13.2060449671204, >50K.
37,22, Private,248446, 5th-6th,3, Never-married, Priv-house-serv, Not-in-family, White, Male,0,0,50, Guatemala,starter_workclass,class1,education2,capital_gain1,capital_loss1,hours5,3.35547806073336, <=50K.
38,17, Private,269430, 10th,6, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,starter_workclass,class1,education4,capital_gain1,capital_loss1,hours4,6.2895516593049, <=50K.
39,20, Private,257509, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.17217537768874, <=50K.
40,65, Private,136384, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,diminishing_workclass,class1,education9,capital_gain1,capital_loss1,hours5,13.999760360107, >50K.
41,44, Self-emp-inc,120277, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,senior_workclass,class1,education7,capital_gain1,capital_loss1,hours5,10.7509686481899, >50K.
42,36, Private,465326, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,mid_workclass,class2,education6,capital_gain1,capital_loss1,hours4,8.9408507597901, <=50K.
43,29, Private,103634, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,junior work_class,class1,education4,capital_gain1,capital_loss1,hours4,6.56457040560098, <=50K.
44,20, State-gov,138371, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,32, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4,10.1251111542743, <=50K.
45,28, Private,242832, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,36, United-States,junior work_class,class1,education7,capital_gain1,capital_loss1,hours4,11.3164959299224, >50K.
46,39, Private,290208, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico,mid_workclass,class1,education2,capital_gain1,capital_loss1,hours4,4.4543122555248, <=50K.
47,54, Private,186272, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,3908,0,50, United-States,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours5,9.62158983581782, <=50K.
48,52, Private,201062, 11th,7, Separated, Priv-house-serv, Not-in-family, Black, Female,0,0,18, United-States,Advanced_workclass,class1,education4,capital_gain1,capital_loss1,hours2,7.02366449120155, <=50K.
49,56, Self-emp-inc,131916, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours5,9.14987170007035, <=50K.
50,18, Private,54440, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours2,9.65365765281914, <=50K.
51,39, Private,280215, HS-grad,9, Divorced, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.32016444363458, <=50K.
52,21, Private,214399, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,1721,24, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss5,hours3,9.64527895304255, <=50K.
53,22, Private,54164, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,14084,0,60, United-States,starter_workclass,class1,education6,capital_gain2,capital_loss1,hours7,9.4340894149367, >50K.
54,38, Private,219446, 9th,5, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,54, Mexico,mid_workclass,class1,education3,capital_gain1,capital_loss1,hours6,4.56201787748607, <=50K.
55,21, Private,110677, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4,10.2491054652155, <=50K.
56,63, Private,145985, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,diminishing_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.91505960547116, <=50K.
57,34, Local-gov,382078, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,50, United-States,mid_workclass,class2,education8,capital_gain1,capital_loss1,hours5,13.0889030248667, >50K.
58,42, Self-emp-inc,170721, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,50, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours5,9.10907980150941, >50K.
59,33, Private,269705, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,8.56319010202495, <=50K.
60,30, Private,101135, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,junior work_class,class1,education8,capital_gain1,capital_loss1,hours5,13.1715051453335, <=50K.
61,39, Private,118429, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.77896977036467, <=50K.
62,26, Private,31208, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,junior work_class,class1,education9,capital_gain1,capital_loss1,hours4,14.3689865638709, <=50K.
63,33, Private,281384, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,8.82000636310762, <=50K.
64,47, Local-gov,171807, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.67506915825123, <=50K.
65,41, Private,109912, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,0,0,40,United-States,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours4,13.3672065364289, <=50K.
66,41, Self-emp-inc,445382, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,60, United-States,mid_workclass,class2,education8,capital_gain2,capital_loss1,hours7,12.3789136323634, >50K.
67,19, Private,105460, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours2,10.1394714568146, <=50K.
68,46, Private,170338, HS-grad,9, Separated, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.8130550032472, <=50K.
69,43, Private,102606, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours5,9.37045274011379, <=50K.
70,55, Private,323887, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States,Advanced_workclass,class2,education6,capital_gain2,capital_loss1,hours5,9.65141279155319, >50K.
71,46, Private,175622, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,senior_workclass,class1,education7,capital_gain1,capital_loss1,hours4,10.5542022925214, <=50K.
72,30, Private,229636, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,8.89152576090462, <=50K.
73,21, Private,388946, Some-college,10, Separated, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States,starter_workclass,class2,education6,capital_gain1,capital_loss1,hours4,10.2752605124748, <=50K.
74,46, Private,269034, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Dominican-Republic,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4,10.445818332285, <=50K.
75,17,Private,165361, 10th,6, Never-married,Prof-specialty, Own-child, White, Male,0,0,40, United-States,starter_workclass,class1,education4,capital_gain1,capital_loss1,hours4,5.81650073724522, <=50K.
76,41, Private,75012, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours5,8.63321581614256, <=50K.
77,69, Self-emp-inc,174379, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States,junior_retired,class1,education6,capital_gain1,capital_loss1,hours3,8.64786459341346, <=50K.
78,50, Private,312477, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,Advanced_workclass,class2,education6,capital_gain1,capital_loss1,hours4,8.94141307247771, <=50K.
79,20, Private,72055, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.55809550226456, <=50K.
80,45, Self-emp-inc,67001, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours5,10.4364308911026, <=50K.
81,23, Private,213734, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,starter_workclass,class1,education8,capital_gain1,capital_loss1,hours4,13.4929389370385, <=50K.
82,24, Private,83141, Some-college,10, Separated, Other-service, Not-in-family, White, Male,0,1876,40, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss5,hours4,9.84145790358553, <=50K.
83,44, Self-emp-inc,223881, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,99999,0,50,United-States,senior_workclass,class1,education6,capital_gain10,capital_loss1,hours5,8.80829380502606, >50K.
84,31, Self-emp-not-inc,113752, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours5,9.84561588933953, <=50K.
85,43, Private,170482, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,44, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours5,8.76204762034147, <=50K.
86,20, Federal-gov,244689, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States,starter_workclass,class1,education4,capital_gain1,capital_loss1,hours1,6.87660754006506, <=50K.
87,55, Private,160631, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,56, United-States,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours6,9.00858201685151, >50K.
88,24, Federal-gov,228724, Some-college,10, Never-married, Armed-Forces, Not-in-family, White, Male,0,0,40, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.81648904071817, <=50K.
89,41,Private,38434, Masters,14, Married-civ-spouse,Prof-specialty, Wife, White, Female,7688,0,10, United-States,mid_workclass,class1,education9,capital_gain1,capital_loss1,hours1,13.5246032896608, >50K.
90,59, Private,292946, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,25, United-States,diminishing_workclass,class1,education8,capital_gain1,capital_loss1,hours3,13.0463298827911, <=50K.
91,49, Federal-gov,77443, 7th-8th,4, Never-married, Other-service, Not-in-family, Black, Male,0,0,20, United-States,senior_workclass,class1,education2,capital_gain1,capital_loss1,hours2,4.23718990553355, <=50K.
92,33, Private,176410, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,5178,0,10, United-States,junior work_class,class1,education9,capital_gain1,capital_loss1,hours1,14.474326100251, >50K.
93,59, Federal-gov,98984, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,diminishing_workclass,class1,education8,capital_gain1,capital_loss1,hours4,12.8945290616145, <=50K.
94,34, Private,198751, Masters,14, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States,mid_workclass,class1,education9,capital_gain1,capital_loss1,hours4,13.6748618264471, <=50K.
95,20, Private,479296, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,starter_workclass,class2,education6,capital_gain1,capital_loss1,hours4,9.08822594248679, <=50K.
96,25, Private,235218, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States,starter_workclass,class1,education8,capital_gain1,capital_loss1,hours4,13.0870967995182, <=50K.
97,49, Private,164877, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,senior_workclass,class1,education4,capital_gain1,capital_loss1,hours4,6.04106698249691, <=50K.
98,59, Private,272087, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,diminishing_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.41076516684629, >50K.
99,20, Private,169699, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.93760291287507, <=50K.
100,51,Private,189762, Some-college,10, Married-civ-spouse,Prof-specialty, Wife, White, Female,0,0,18, United-States,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours2,10.3198718667764, <=50K.
101,33, Private,202191, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,10.2227759964289, <=50K.
102,22, Private,212261, Some-college,10, Never-married, Transport-moving, Own-child, Black, Male,0,0,39, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4,10.3352514304155, <=50K.
103,58, Self-emp-not-inc,301568, 9th,5, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States,diminishing_workclass,class1,education3,capital_gain1,capital_loss1,hours4,4.92511571039659, <=50K.
104,52, Local-gov,155233, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,28, United-States,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours3,8.98146923106365, <=50K.
105,36, Private,75826, 10th,6, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,mid_workclass,class1,education4,capital_gain1,capital_loss1,hours4,5.8785575029191, <=50K.
106,41, Local-gov,201520, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.05838800979168, <=50K.
107,28, Private,154236, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,2597,0,40, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,8.81719025141879, <=50K.
108,19, Private,289227, Some-college,10, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,16, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours2,10.4999143922156, <=50K.
109,18, Private,217439, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,28, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours3,8.70465311133715, <=50K.
110,18, Private,179020, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,48, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours5,8.73576634584748, <=50K.
111,28, Private,149624, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,10.3807318762003, <=50K.
112,29, Private,337266, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,junior work_class,class2,education7,capital_gain1,capital_loss1,hours4,11.0289240240882, >50K.
113,20,Private,30796, HS-grad,9, Never-married,Prof-specialty, Own-child, White, Female,0,0,20, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours2,9.27222580807365, <=50K.
114,40, Private,103541, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.60210571076034, <=50K.
115,26, Private,206721, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,9.02717169586633, <=50K.
116,46, Private,96773, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.4205488269473, <=50K.
117,23, Private,200967, 11th,7, Never-married, Other-service, Not-in-family, White, Female,0,0,24, United-States,starter_workclass,class1,education4,capital_gain1,capital_loss1,hours3,6.63074536732788, <=50K.
118,44, Private,180019, HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4,8.62894471641122, <=50K.
119,43, Private,179866, Bachelors,13, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States,senior_workclass,class1,education8,capital_gain1,capital_loss1,hours4,12.9588773812613, >50K.
120,31, Local-gov,198770, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,60, United-States,junior work_class,class1,education8,capital_gain1,capital_loss1,hours7,13.4472488277944, <=50K.
121,18, Private,219256, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours3,9.6045324265, <=50K.
122,19, Private,248730, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,30, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours3,9.9630023300672, <=50K.
123,41, Private,110732, Some-college,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.78231151118817, <=50K.
124,41, Private,181020, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.41411551993739, <=50K.
125,69, Private,183791, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States,junior_retired,class1,education6,capital_gain1,capital_loss1,hours3,9.054380801275, <=50K.
126,48, Federal-gov,42972, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,senior_workclass,class1,education10,capital_gain1,capital_loss1,hours4,15.7963702153626, >50K.
127,28, Private,134813, HS-grad,9, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4,9.45254334456449, <=50K.
128,27, Self-emp-not-inc,115438, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Ireland,junior work_class,class1,education6,capital_gain1,capital_loss1,hours7,9.36100721786332, >50K.
129,41, Private,239296, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,50, United-States,mid_workclass,class1,education9,capital_gain1,capital_loss6,hours5,14.3736569036872, >50K.
130,41, Private,428420, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,mid_workclass,class2,education6,capital_gain1,capital_loss1,hours4,9.66390704369159, <=50K.
131,24, Private,247846, HS-grad,9, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4,9.04185779937086, <=50K.
132,20,Private,334105, HS-grad,9, Never-married,Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,starter_workclass,class2,education6,capital_gain1,capital_loss1,hours4,9.4458650376333, <=50K.
133,42, Self-emp-inc,100793, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,41, United-States,senior_workclass,class1,education10,capital_gain1,capital_loss1,hours5,16.4572810072692, >50K.
134,57, Private,244478, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,48, United-States,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours5,9.41557315954224, <=50K.
135,30, Private,142921, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,junior work_class,class1,education8,capital_gain1,capital_loss1,hours4,12.2527490847506, <=50K.
136,36, Private,182863, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours7,9.47867450566861, >50K.
137,49, Private,171128, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,senior_workclass,class1,education2,capital_gain1,capital_loss1,hours4,3.65534308299241, <=50K.
